participant_id,group,expertise_level,trust_in_ai,learning_rate,attention_span,mental_model_accuracy,knowledge,num_interactions,intervention_count
treatment_intermediate_8,treatment,intermediate,1.0,0.14466544359051486,0.7572354459527886,0.6749147763690982,"{'feature_importance': 0.5810840026012256, 'confidence_score': 1.0, 'uncertainty_estimate': 0.5350457244430645, 'model_mechanism': 0.9155650764262867, 'model_limitations': 0.5337955556592562, 'feature_correlations': 0.34284736147408773}",65,18
treatment_intermediate_9,treatment,intermediate,1.0,0.1356564639987927,0.8181677565779485,0.6461043458554618,"{'feature_importance': 0.5569238848581507, 'confidence_score': 1.0, 'uncertainty_estimate': 0.5176942137040211, 'model_mechanism': 0.7985174547362517, 'model_limitations': 0.4862102364812755, 'feature_correlations': 0.3847157246039842}",65,15
treatment_intermediate_10,treatment,intermediate,0.9500000000000001,0.15100468209399526,0.9460413028414915,0.641179663825883,"{'feature_importance': 0.41968357423039176, 'confidence_score': 1.0, 'uncertainty_estimate': 0.5502140295844237, 'model_mechanism': 0.9729084991766339, 'model_limitations': 0.4497312667840571, 'feature_correlations': 0.33804178168816235}",65,15
treatment_intermediate_11,treatment,intermediate,1.0,0.09178177170004108,0.7624516119705251,0.6337269911308913,"{'feature_importance': 0.5846531198552025, 'confidence_score': 0.8995541827101537, 'uncertainty_estimate': 0.5722698209523661, 'model_mechanism': 0.7395217811556385, 'model_limitations': 0.4101176659049762, 'feature_correlations': 0.49985649368254537}",65,15
treatment_intermediate_12,treatment,intermediate,1.0,0.18895504745121916,0.9121739336035763,0.6429418700794065,"{'feature_importance': 0.4332622221207828, 'confidence_score': 1.0, 'uncertainty_estimate': 0.5347545063827313, 'model_mechanism': 1.0, 'model_limitations': 0.4117270799944358, 'feature_correlations': 0.37579462379538325}",65,19
treatment_expert_1,treatment,expert,1.0,0.16761059029228542,0.8137520918347858,0.8480584414858547,"{'feature_importance': 0.7846014971980326, 'confidence_score': 1.0, 'uncertainty_estimate': 0.8990845378985428, 'model_mechanism': 0.8111536646811237, 'model_limitations': 0.8436816550592652, 'feature_correlations': 0.6309593650548129}",65,6
treatment_expert_2,treatment,expert,0.8600000000000002,0.13687704362243847,0.8355488003435685,0.8471018890013451,"{'feature_importance': 0.8495951120758128, 'confidence_score': 1.0, 'uncertainty_estimate': 0.8168355188917943, 'model_mechanism': 0.8005700765839028, 'model_limitations': 0.8705439784096571, 'feature_correlations': 0.6314865455878967}",65,7
treatment_expert_3,treatment,expert,1.0,0.07787374414710849,0.8487587766125069,0.8277894296302594,"{'feature_importance': 0.8350425107208181, 'confidence_score': 1.0, 'uncertainty_estimate': 0.7239773227894248, 'model_mechanism': 0.8780574628258876, 'model_limitations': 0.749243069557725, 'feature_correlations': 0.7189038307066883}",65,6
treatment_expert_4,treatment,expert,0.9650000000000001,0.13755084339368373,0.8306956788829897,0.8485038807824462,"{'feature_importance': 0.8869412515472855, 'confidence_score': 1.0, 'uncertainty_estimate': 0.843238360157883, 'model_mechanism': 0.7477371905231692, 'model_limitations': 0.779157169358251, 'feature_correlations': 0.7343380445919943}",65,5
treatment_expert_5,treatment,expert,0.9300000000000002,0.16277967386216036,0.7181357786232893,0.8220717381149555,"{'feature_importance': 0.7916571045237173, 'confidence_score': 1.0, 'uncertainty_estimate': 0.8992192895710189, 'model_mechanism': 0.7146521442199266, 'model_limitations': 0.7426308624534081, 'feature_correlations': 0.6530400829500803}",65,7
treatment_expert_6,treatment,expert,1.0,0.18189053637268143,0.792381772184721,0.8454983215327224,"{'feature_importance': 0.7315493664714464, 'confidence_score': 1.0, 'uncertainty_estimate': 0.8407079850174742, 'model_mechanism': 0.82233555314519, 'model_limitations': 0.8974466127263009, 'feature_correlations': 0.7307952635421466}",65,7
treatment_expert_7,treatment,expert,1.0,0.09490681282999669,0.8658471787415193,0.8174290997779716,"{'feature_importance': 0.8877860007854208, 'confidence_score': 1.0, 'uncertainty_estimate': 0.7230857340838205, 'model_mechanism': 0.7214071955418836, 'model_limitations': 0.8106447281769632, 'feature_correlations': 0.6544696424629634}",65,10
treatment_expert_8,treatment,expert,0.9650000000000001,0.08053959684911795,0.8585594897212698,0.8333963965898915,"{'feature_importance': 0.7527967803260819, 'confidence_score': 1.0, 'uncertainty_estimate': 0.8810672982158647, 'model_mechanism': 0.8692207426589711, 'model_limitations': 0.7184596935425467, 'feature_correlations': 0.6847151545127453}",65,7
treatment_expert_9,treatment,expert,1.0,0.1656678834529441,0.8592783443253449,0.7971710031015755,"{'feature_importance': 0.7523910524868697, 'confidence_score': 1.0, 'uncertainty_estimate': 0.8103360842252783, 'model_mechanism': 0.7855373837961359, 'model_limitations': 0.701933939921668, 'feature_correlations': 0.6150487720147535}",65,6
control_novice_1,control,novice,1.0,0.13183854338082834,0.9086487549715041,0.17646159611151918,"{'feature_importance': 0.21650191329795881, 'confidence_score': 0.12961875711349652, 'uncertainty_estimate': 0.12548910385642775, 'model_mechanism': 0.16165166998602676, 'model_limitations': 0.279796297748518, 'feature_correlations': 0.15922446097760834}",65,65
control_novice_2,control,novice,0.935,0.08151148075096312,0.7623824348057311,0.19458401636589848,"{'feature_importance': 0.12055872433435713, 'confidence_score': 0.2560232483742886, 'uncertainty_estimate': 0.27682694029020183, 'model_mechanism': 0.18127547796642338, 'model_limitations': 0.22413230203014256, 'feature_correlations': 0.030910667666440933}",65,65
control_novice_3,control,novice,1.0,0.19643090493964444,0.9026929299850992,0.20964542493124924,"{'feature_importance': 0.2762832409326649, 'confidence_score': 0.10495727237963776, 'uncertainty_estimate': 0.24731289435101644, 'model_mechanism': 0.16643709358928574, 'model_limitations': 0.2861631772096651, 'feature_correlations': 0.1604470277874278}",65,65
control_novice_4,control,novice,0.935,0.09002085643917082,0.8968436272838678,0.2039309008137298,"{'feature_importance': 0.12161912528059143, 'confidence_score': 0.2744333565812179, 'uncertainty_estimate': 0.27171865026755637, 'model_mechanism': 0.1444867435091329, 'model_limitations': 0.26331732111938577, 'feature_correlations': 0.09206064693578841}",65,65
control_novice_5,control,novice,1.0,0.08413932311116556,0.7059161086753628,0.1956398449374876,"{'feature_importance': 0.13862595766554175, 'confidence_score': 0.16565239023954131, 'uncertainty_estimate': 0.27287058840605727, 'model_mechanism': 0.29337782080967223, 'model_limitations': 0.1558249985443743, 'feature_correlations': 0.12829634772152554}",65,65
control_novice_6,control,novice,1.0,0.1304323598718083,0.9348092850811789,0.17958047845467473,"{'feature_importance': 0.12306835037028552, 'confidence_score': 0.29408012220444557, 'uncertainty_estimate': 0.13571356323449274, 'model_mechanism': 0.2925068631523111, 'model_limitations': 0.15309327250459373, 'feature_correlations': 0.021680509442942225}",65,65
control_novice_7,control,novice,0.8049999999999998,0.09705159712924868,0.8515522133265357,0.17786732072398737,"{'feature_importance': 0.20228461193389563, 'confidence_score': 0.17703908666894544, 'uncertainty_estimate': 0.21531760869931993, 'model_mechanism': 0.1509445012277164, 'model_limitations': 0.24175705676683412, 'feature_correlations': 0.0003382556437258877}",65,65
control_novice_8,control,novice,1.0,0.15791449987172684,0.885487519459869,0.17030439602340622,"{'feature_importance': 0.2341257008865999, 'confidence_score': 0.17284429435625284, 'uncertainty_estimate': 0.11399476222526204, 'model_mechanism': 0.23284753698225447, 'model_limitations': 0.1660400072085193, 'feature_correlations': 0.06278312901167193}",65,65
control_novice_9,control,novice,0.9349999999999998,0.09504834023168963,0.7773211655521632,0.16949723732768107,"{'feature_importance': 0.18167858172384338, 'confidence_score': 0.18048007741154493, 'uncertainty_estimate': 0.15913104050518942, 'model_mechanism': 0.12545755981183065, 'model_limitations': 0.18408926675458168, 'feature_correlations': 0.18807273414603662}",65,65
control_intermediate_1,control,intermediate,0.8500000000000001,0.14232723739270708,0.7752374686413913,0.46680057519770346,"{'feature_importance': 0.5095874426271396, 'confidence_score': 0.4000811879394575, 'uncertainty_estimate': 0.4573827433737854, 'model_mechanism': 0.4859776299979669, 'model_limitations': 0.5159969562391364, 'feature_correlations': 0.43094112474061436}",65,65
control_intermediate_2,control,intermediate,0.8000000000000002,0.08205521014836506,0.8182965464773315,0.49534212280064965,"{'feature_importance': 0.5802361651656509, 'confidence_score': 0.559204952025356, 'uncertainty_estimate': 0.4339382792396109, 'model_mechanism': 0.41695910734502434, 'model_limitations': 0.5030904019830433, 'feature_correlations': 0.42658817115315917}",65,65
control_intermediate_3,control,intermediate,0.900000000000001,0.16267072063110985,0.8681989176392917,0.446521959999437,"{'feature_importance': 0.4449281331994577, 'confidence_score': 0.43982598654531535, 'uncertainty_estimate': 0.4048850775453653, 'model_mechanism': 0.44896850881567, 'model_limitations': 0.495027268843761, 'feature_correlations': 0.46994753892494645}",65,65
control_intermediate_4,control,intermediate,1.0,0.14446480711065707,0.7486088091849272,0.48225600877303915,"{'feature_importance': 0.5392708500981009, 'confidence_score': 0.4988754338020874, 'uncertainty_estimate': 0.4487968879156878, 'model_mechanism': 0.5312116022223567, 'model_limitations': 0.40110896362760634, 'feature_correlations': 0.4501928953236946}",65,65
control_intermediate_5,control,intermediate,1.0,0.11377192909141012,0.7439716704266328,0.49310096243430923,"{'feature_importance': 0.5915932084559079, 'confidence_score': 0.5035915500887481, 'uncertainty_estimate': 0.41004367702812816, 'model_mechanism': 0.4498396559319943, 'model_limitations': 0.569667269470332, 'feature_correlations': 0.39129236509403453}",65,65
control_intermediate_6,control,intermediate,1.0,0.19818386795996723,0.8488630796173549,0.5414976614580536,"{'feature_importance': 0.5900079216886311, 'confidence_score': 0.5782851851620874, 'uncertainty_estimate': 0.5225304645523525, 'model_mechanism': 0.5438547922551934, 'model_limitations': 0.5009556329648804, 'feature_correlations': 0.4661138339442831}",65,65
control_intermediate_7,control,intermediate,1.0,0.16154831632393774,0.8186686092057633,0.4869120825634235,"{'feature_importance': 0.45183830969300387, 'confidence_score': 0.4494479475019319, 'uncertainty_estimate': 0.5275322873552313, 'model_mechanism': 0.5531627368594331, 'model_limitations': 0.5042599625655965, 'feature_correlations': 0.42534968739635626}",65,65
control_intermediate_8,control,intermediate,1.0,0.09285922262947288,0.767928776770546,0.47181415569284324,"{'feature_importance': 0.4639419136837525, 'confidence_score': 0.5080304445036913, 'uncertainty_estimate': 0.4276748123032311, 'model_mechanism': 0.44625229594563737, 'model_limitations': 0.5387899624598105, 'feature_correlations': 0.44128382833891044}",65,65
control_intermediate_9,control,intermediate,0.8500000000000004,0.1313916710755873,0.8039435585257889,0.506795368092265,"{'feature_importance': 0.44136687790288204, 'confidence_score': 0.48402870355468514, 'uncertainty_estimate': 0.5809676956680354, 'model_mechanism': 0.516815882840845, 'model_limitations': 0.5391045972995936, 'feature_correlations': 0.47134640646078685}",65,65
control_intermediate_10,control,intermediate,1.0,0.05088441253759896,0.7879397006679562,0.5383328913068569,"{'feature_importance': 0.5506950250118772, 'confidence_score': 0.5706895901138209, 'uncertainty_estimate': 0.5906860676940213, 'model_mechanism': 0.48380425652596437, 'model_limitations': 0.5495031337956102, 'feature_correlations': 0.4092264619467678}",65,65
control_intermediate_11,control,intermediate,1.0,0.08291324519321544,0.808958994011659,0.4582004949418185,"{'feature_importance': 0.40580496398934307, 'confidence_score': 0.4672259087396765, 'uncertainty_estimate': 0.53582837700567, 'model_mechanism': 0.48086333382752744, 'model_limitations': 0.43300894624070174, 'feature_correlations': 0.3934780298464621}",65,65
control_intermediate_12,control,intermediate,1.0,0.054044967785770656,0.7985050640849262,0.4582973777032118,"{'feature_importance': 0.5128783966049548, 'confidence_score': 0.4054204092680625, 'uncertainty_estimate': 0.5285499296018672, 'model_mechanism': 0.42713989744611286, 'model_limitations': 0.4923396888103023, 'feature_correlations': 0.31005692669772555}",65,65
control_expert_1,control,expert,1.0,0.09902687073219629,0.8903074269735067,0.7789354116482887,"{'feature_importance': 0.7758252431128273, 'confidence_score': 0.8504019647109571, 'uncertainty_estimate': 0.8663848570310546, 'model_mechanism': 0.7504543063564761, 'model_limitations': 0.7163812465523285, 'feature_correlations': 0.6038766574100022}",65,65
control_expert_2,control,expert,0.9650000000000001,0.1024940515580276,0.8625360233124687,0.8123656091553348,"{'feature_importance': 0.856246609922179, 'confidence_score': 0.830350931048778, 'uncertainty_estimate': 0.8508466408119053, 'model_mechanism': 0.8899223465431978, 'model_limitations': 0.7398721364725066, 'feature_correlations': 0.6040760034640665}",65,65
control_expert_3,control,expert,1.0,0.15041882669298662,0.8409923954825047,0.7955827165772236,"{'feature_importance': 0.7435929081813007, 'confidence_score': 0.8398929942492301, 'uncertainty_estimate': 0.8533796196712482, 'model_mechanism': 0.7335578286735605, 'model_limitations': 0.8214494987781864, 'feature_correlations': 0.7495851303910572}",65,65
control_expert_4,control,expert,1.0,0.19470811595511317,0.7270246874144016,0.7855444307623679,"{'feature_importance': 0.7051356850994932, 'confidence_score': 0.7623914488789391, 'uncertainty_estimate': 0.8354694573700818, 'model_mechanism': 0.8916345676411792, 'model_limitations': 0.7793308883033255, 'feature_correlations': 0.7430029410098937}",65,65
control_expert_5,control,expert,1.0,0.14408635934015668,0.7254753263614941,0.8277271189789546,"{'feature_importance': 0.8544961769902448, 'confidence_score': 0.8700586478177593, 'uncertainty_estimate': 0.8200823229633689, 'model_mechanism': 0.724211013013463, 'model_limitations': 0.8967688703029343, 'feature_correlations': 0.756527069272204}",65,65
control_expert_6,control,expert,1.0,0.10558563143270844,0.8264901974192694,0.815227004055823,"{'feature_importance': 0.7682462349722566, 'confidence_score': 0.8699151253999156, 'uncertainty_estimate': 0.8644661836180116, 'model_mechanism': 0.7211077741287998, 'model_limitations': 0.8921575134429158, 'feature_correlations': 0.7271170212202893}",65,65
control_expert_7,control,expert,0.9650000000000002,0.11532307175115157,0.883448826003348,0.8111118160273109,"{'feature_importance': 0.8930947462476155, 'confidence_score': 0.7540164792774802, 'uncertainty_estimate': 0.8616398437613513, 'model_mechanism': 0.8076345812896512, 'model_limitations': 0.7966995007766393, 'feature_correlations': 0.6871148986007789}",65,65
control_expert_8,control,expert,0.9300000000000002,0.1777569740028998,0.9076827547226508,0.7783172920575541,"{'feature_importance': 0.717332579611135, 'confidence_score': 0.8763262368005544, 'uncertainty_estimate': 0.7487726878381913, 'model_mechanism': 0.7929416933206463, 'model_limitations': 0.8220663408461042, 'feature_correlations': 0.6757978608256529}",65,65
control_expert_9,control,expert,1.0,0.07727597857365377,0.7530299625449347,0.8002662392614495,"{'feature_importance': 0.8595664713656194, 'confidence_score': 0.7680677686328568, 'uncertainty_estimate': 0.8760639959516452, 'model_mechanism': 0.8402367500664404, 'model_limitations': 0.7552537151512371, 'feature_correlations': 0.6020302228877354}",65,65
